House Code,ZIP.Code,PO_NAME,ST_ABBRV,CTY_S_NAME,DMA_LONG_NAME,Latitude,Longitude,Num.of.Stores.within.10.miles
3201,36037,Greenville,AL,Butler County,"Montgomery-Selma, AL",31.85084973,-86.64248198,1
3217,35661,Muscle Shoals,AL,Colbert County,"Huntsville-Decatur (Florence), AL",34.74652448,-87.66800413,1
3218,35094,Leeds,AL,Jefferson County,"Birmingham (Anniston and Tuscaloosa), AL",33.56841231,-86.52018963,2
3651,35235,Birmingham,AL,Jefferson County,"Birmingham (Anniston and Tuscaloosa), AL",33.6408119,-86.6238098,2
3222,37055,Dickson,TN,Dickson County,"Nashville, TN",36.0232201,-87.3374786,1
3223,35758,Madison,AL,Madison County,"Huntsville-Decatur (Florence), AL",34.7544212,-86.7422638,1
3229,19462,Plymouth Meeting,PA,Montgomery County,"Philadelphia, PA",40.10075,-75.2926788,1
3230,15701,Indiana,PA,Indiana County,"Pittsburgh, PA",40.6038895,-79.1866531,1
3231,17201,Chambersburg,PA,Franklin County,"Harrisburg-Lancaster-Lebanon-York, PA",39.9297638,-77.6379242,1
3232,17901,Pottsville,PA,Schuylkill County,"Wilkes Barre-Scranton-Hazleton, PA",40.69808112,-76.18773984,1
2140,32952,Merritt Island,FL,Brevard County,"Orlando-Daytona Beach-Melbourne, FL",28.35492998,-80.68572826,2
7171,32955,Rockledge,FL,Brevard County,"Orlando-Daytona Beach-Melbourne, FL",28.2971001,-80.7417984,2
3263,22601,Winchester,VA,Winchester city,"Washington, DC (Hagerstown, MD)",39.16613604,-78.16514128,1
3271,31088,Warner Robins,GA,Houston County,"Macon, GA",32.5937347,-83.6299057,1
3278,38134,Memphis,TN,Shelby County,"Memphis, TN",35.1699791,-89.867157,1
3282,35501,Jasper,AL,Walker County,"Birmingham (Anniston and Tuscaloosa), AL",33.84979505,-87.27601967,1
3290,18976,Warrington,PA,Bucks County,"Philadelphia, PA",40.21481327,-75.13987632,2
4787,19446,Lansdale,PA,Montgomery County,"Philadelphia, PA",40.24701231,-75.24426111,2
3367,32308,Tallahassee,FL,Leon County,"Tallahassee-Thomasville, FL-GA",30.47422206,-84.23492071,1
3373,27534,Goldsboro,NC,Wayne County,"Raleigh-Durham (Fayetteville), NC",35.3886299,-77.9434967,1
4858,29301,Spartanburg,SC,Spartanburg County,"Greenville-Spartanburg-Asheville-Anderson, SC-NC",34.9321747,-81.9885559,2
3376,29307,Spartanburg,SC,Spartanburg County,"Greenville-Spartanburg-Asheville-Anderson, SC-NC",34.969429,-81.8886719,2
3381,30240,LaGrange,GA,Troup County,"Atlanta, GA",33.04230656,-85.03022857,1
3382,29640,Easley,SC,Pickens County,"Greenville-Spartanburg-Asheville-Anderson, SC-NC",34.8241692,-82.5778198,1
7108,34986,Port Saint Lucie,FL,St. Lucie County,"West Palm Beach-Ft. Pierce, FL",27.31450765,-80.40749484,3
2149,34957,Jensen Beach,FL,Martin County,"West Palm Beach-Ft. Pierce, FL",27.2422093,-80.27456511,3
7122,34990,Palm City,FL,Martin County,"West Palm Beach-Ft. Pierce, FL",27.16489166,-80.30111665,3
3385,29169,West Columbia,SC,Lexington County,"Columbia, SC",33.98207061,-81.10260922,5
4481,29072,Lexington,SC,Lexington County,"Columbia, SC",33.9988785,-81.2181168,5
3671,29212,Columbia,SC,Lexington County,"Columbia, SC",34.0755806,-81.1561279,5
4439,29210,Columbia,SC,Richland County,"Columbia, SC",34.03091271,-81.0956415,5
3613,29205,Columbia,SC,Richland County,"Columbia, SC",33.9900894,-80.9754715,5
3415,31313,Hinesville,GA,Liberty County,"Savannah, GA",31.8363609,-81.5963898,1
3433,20619,California,MD,St. Mary's County,"Washington, DC (Hagerstown, MD)",38.29947847,-76.51369759,1
4370,35453,Cottondale,AL,Tuscaloosa County,"Birmingham (Anniston and Tuscaloosa), AL",33.17530741,-87.44816097,2
3610,35406,Tuscaloosa,AL,Tuscaloosa County,"Birmingham (Anniston and Tuscaloosa), AL",33.2335677,-87.53912625,2
3619,1040,Holyoke,MA,Hampden County,"Springfield-Holyoke, MA",42.16585134,-72.64207131,1
3629,63701,Cape Girardeau,MO,Cape Girardeau County,"Paducah-Cape Girardeau-Harrisburg, KY-MO-IL",37.30141013,-89.57344352,1
3634,36532,Fairhope,AL,Baldwin County,"Mobile-Pensacola (Ft. Walton Beach), AL-FL",30.52400741,-87.88580581,1
3635,2703,Attleboro,MA,Bristol County,"Providence-New Bedford, RI-MA",41.9212112,-71.3585434,2
4503,2093,Wrentham,MA,Norfolk County,"Boston (Manchester), MA-NH",42.03601742,-71.35211797,2
3638,30022,Alpharetta,GA,Fulton County,"Atlanta, GA",34.0489616,-84.2880173,1
3641,44870,Sandusky,OH,Erie County,"Cleveland-Akron (Canton), OH",41.41776418,-82.67030378,1
